-5.690997600555419922e+00,-5.989976882934570312e+00,-6.642294883728027344e+00,-7.025290966033935547e+00,-6.959419727325439453e+00,-6.887239933013916016e+00,-6.842227458953857422e+00,-7.030611515045166016e+00,-7.347738742828369141e+00,-7.706495761871337891e+00,-8.356661796569824219e+00,-8.996797561645507812e+00,-9.406220436096191406e+00,-9.815644264221191406e+00,-1.089369010925292969e+01,-1.153831386566162109e+01,-1.260498237609863281e+01,-1.373761558532714844e+01,-1.461456298828125000e+01,-1.542422580718994141e+01,-1.602191352844238281e+01,-1.653231811523437500e+01,-1.497039604187011719e+01,-1.216182422637939453e+01,-1.060410404205322266e+01
-4.925842761993408203e+00,-5.445266723632812500e+00,-6.578555583953857422e+00,-7.343492507934570312e+00,-7.494510173797607422e+00,-7.562017917633056641e+00,-7.426715850830078125e+00,-7.375767230987548828e+00,-6.872743129730224609e+00,-6.295349121093750000e+00,-6.307292938232421875e+00,-6.323302268981933594e+00,-6.432815074920654297e+00,-6.606479644775390625e+00,-7.172604560852050781e+00,-7.753417015075683594e+00,-8.682351112365722656e+00,-9.661018371582031250e+00,-1.029685306549072266e+01,-1.084247016906738281e+01,-1.120054817199707031e+01,-1.148140525817871094e+01,-1.034286880493164062e+01,-8.545188903808593750e+00,-7.655115127563476562e+00
-3.395532369613647461e+00,-4.355846881866455078e+00,-6.451077938079833984e+00,-7.838735103607177734e+00,-8.025069236755371094e+00,-7.872307777404785156e+00,-6.896026611328125000e+00,-5.793571472167968750e+00,-3.911155700683593750e+00,-2.148214101791381836e+00,-1.221591472625732422e+00,-3.378367424011230469e-01,-4.400528073310852051e-01,-5.422678589820861816e-01,-1.104918122291564941e+00,-1.687586665153503418e+00,-2.410142421722412109e+00,-3.152683496475219727e+00,-3.396915674209594727e+00,-3.510012149810791016e+00,-3.477917909622192383e+00,-3.386038780212402344e+00,-3.067981243133544922e+00,-2.614218235015869141e+00,-2.406243562698364258e+00
-2.196556568145751953e+00,-3.302150011062622070e+00,-5.714354515075683594e+00,-7.211050987243652344e+00,-7.181900978088378906e+00,-6.711037635803222656e+00,-5.167437553405761719e+00,-3.672546386718750000e+00,-1.175501823425292969e+00,1.171610713005065918e+00,2.469192028045654297e+00,3.705058336257934570e+00,3.521458387374877930e+00,3.337858438491821289e+00,2.565723896026611328e+00,1.768001198768615723e+00,1.099773764610290527e+00,4.500446319580078125e-01,5.226867198944091797e-01,7.854283452033996582e-01,1.168853878974914551e+00,1.601973414421081543e+00,1.610796809196472168e+00,1.365042567253112793e+00,1.252403974533081055e+00
-1.384847044944763184e+00,-2.656898021697998047e+00,-5.181367874145507812e+00,-6.539457321166992188e+00,-5.953581333160400391e+00,-4.905643463134765625e+00,-3.010373830795288086e+00,-1.171251535415649414e+00,1.334220170974731445e+00,3.664125204086303711e+00,4.765058040618896484e+00,5.805382728576660156e+00,5.451716423034667969e+00,5.098050594329833984e+00,4.121112823486328125e+00,3.117075920104980469e+00,2.471241235733032227e+00,1.876578688621520996e+00,2.155621528625488281e+00,2.664586067199707031e+00,3.272991895675659180e+00,3.922342777252197266e+00,3.868443012237548828e+00,3.392593383789062500e+00,3.174494743347167969e+00
-9.551912546157836914e-01,-2.222172021865844727e+00,-4.733028888702392578e+00,-5.921484947204589844e+00,-4.905942440032958984e+00,-3.494452953338623047e+00,-1.498223304748535156e+00,5.450996160507202148e-01,2.767379522323608398e+00,4.799934387207031250e+00,5.504418849945068359e+00,6.162569046020507812e+00,5.755029201507568359e+00,5.347489356994628906e+00,4.364287853240966797e+00,3.356058120727539062e+00,2.736050605773925781e+00,2.171502351760864258e+00,2.502906560897827148e+00,3.070088148117065430e+00,3.742046594619750977e+00,4.457147121429443359e+00,4.474089622497558594e+00,3.994491577148437500e+00,3.762384414672851562e+00
-9.221085906028747559e-01,-1.997972130775451660e+00,-4.369338035583496094e+00,-5.357136249542236328e+00,-4.038985729217529297e+00,-2.621820211410522461e+00,-5.259466767311096191e-01,1.476508617401123047e+00,3.123975753784179688e+00,4.579039573669433594e+00,4.687275886535644531e+00,4.776618480682373047e+00,4.431396484375000000e+00,4.086174488067626953e+00,3.295250415802001953e+00,2.484947681427001953e+00,1.894200444221496582e+00,1.334817409515380859e+00,1.564545512199401855e+00,2.001934766769409180e+00,2.576017379760742188e+00,3.206384420394897461e+00,3.427733421325683594e+00,3.399155855178833008e+00,3.335007190704345703e+00
-5.917212963104248047e-01,-1.275892257690429688e+00,-2.794911623001098633e+00,-3.344833135604858398e+00,-2.374646663665771484e+00,-1.449947834014892578e+00,-1.151141524314880371e-02,1.473110318183898926e+00,2.404618501663208008e+00,3.185851573944091797e+00,2.915159940719604492e+00,2.653625488281250000e+00,2.602681875228881836e+00,2.551737546920776367e+00,2.229208946228027344e+00,1.816364288330078125e+00,1.272970914840698242e+00,7.536782026290893555e-01,8.801441788673400879e-01,1.176547288894653320e+00,1.583411812782287598e+00,1.970877289772033691e+00,2.211519241333007812e+00,2.369162797927856445e+00,2.415355205535888672e+00
-4.757525920867919922e-01,-5.280976295471191406e-01,-1.069098114967346191e+00,-1.357050895690917969e+00,-8.546199202537536621e-01,-2.699870765209197998e-01,5.142796039581298828e-01,1.168938159942626953e+00,1.407662510871887207e+00,1.697085022926330566e+00,1.530823945999145508e+00,1.383829355239868164e+00,1.679946899414062500e+00,1.976065278053283691e+00,1.765726685523986816e+00,1.345520615577697754e+00,1.002143383026123047e+00,6.661241054534912109e-01,5.606393218040466309e-01,5.158216357231140137e-01,6.114698648452758789e-01,7.649572491645812988e-01,9.881572127342224121e-01,1.253184795379638672e+00,1.374656081199645996e+00
-3.599516153335571289e-01,-2.989875674247741699e-01,-1.764826029539108276e-01,-1.734442412853240967e-01,7.380628585815429688e-02,3.315644860267639160e-01,5.614665150642395020e-01,8.885429501533508301e-01,1.065994501113891602e+00,1.205746650695800781e+00,1.252405762672424316e+00,1.076117396354675293e+00,1.574044466018676758e+00,2.017550468444824219e+00,1.852102160453796387e+00,1.664270997047424316e+00,1.219161391258239746e+00,7.372974157333374023e-01,5.523026585578918457e-01,4.454321861267089844e-01,5.060707330703735352e-01,6.356840133666992188e-01,7.460103631019592285e-01,8.447644114494323730e-01,8.900265097618103027e-01
