-7.471010684967041016e+00,-7.746129035949707031e+00,-8.346387863159179688e+00,-8.426638603210449219e+00,-7.640212535858154297e+00,-6.909190654754638672e+00,-6.360901832580566406e+00,-6.176185131072998047e+00,-6.437486648559570312e+00,-6.796338081359863281e+00,-7.838031291961669922e+00,-8.881416320800781250e+00,-9.963734626770019531e+00,-1.104605197906494141e+01,-1.232776832580566406e+01,-1.339325904846191406e+01,-1.426978874206542969e+01,-1.513561725616455078e+01,-1.523678588867187500e+01,-1.513672733306884766e+01,-1.489251422882080078e+01,-1.458894443511962891e+01,-1.270611286163330078e+01,-9.875728607177734375e+00,-8.461612701416015625e+00
-6.527518749237060547e+00,-7.021745204925537109e+00,-8.100059509277343750e+00,-8.579795837402343750e+00,-8.061905860900878906e+00,-7.453446388244628906e+00,-6.646603107452392578e+00,-5.915577888488769531e+00,-5.178486347198486328e+00,-4.599608898162841797e+00,-5.105481147766113281e+00,-5.627288341522216797e+00,-6.515608787536621094e+00,-7.403928279876708984e+00,-8.305738449096679688e+00,-9.208135604858398438e+00,-1.005312252044677734e+01,-1.088990879058837891e+01,-1.097144126892089844e+01,-1.085422325134277344e+01,-1.058217048645019531e+01,-1.024636745452880859e+01,-8.820970535278320312e+00,-6.859456062316894531e+00,-6.006322860717773438e+00
-4.640534400939941406e+00,-5.572978973388671875e+00,-7.518339633941650391e+00,-8.538183212280273438e+00,-8.129158973693847656e+00,-7.391691684722900391e+00,-5.856579303741455078e+00,-4.408707618713378906e+00,-2.515045166015625000e+00,-7.856061458587646484e-01,-2.057240456342697144e-01,3.277761936187744141e-01,-2.055240571498870850e-01,-7.388239502906799316e-01,-1.555165886878967285e+00,-2.383812904357910156e+00,-3.217603445053100586e+00,-4.052127838134765625e+00,-4.117011547088623047e+00,-3.979356765747070312e+00,-3.647639036178588867e+00,-3.236014842987060547e+00,-2.663099050521850586e+00,-1.993410825729370117e+00,-1.686468720436096191e+00
-2.874835014343261719e+00,-3.807500123977661133e+00,-5.842405796051025391e+00,-7.019798278808593750e+00,-6.768000125885009766e+00,-6.109434127807617188e+00,-4.463004589080810547e+00,-2.852010488510131836e+00,-4.361704587936401367e-01,1.820654153823852539e+00,2.964370489120483398e+00,4.049248695373535156e+00,3.780803918838500977e+00,3.512358903884887695e+00,2.694044828414916992e+00,1.851824641227722168e+00,1.025738835334777832e+00,2.019594162702560425e-01,1.670444458723068237e-01,3.397252559661865234e-01,7.171509265899658203e-01,1.178880691528320312e+00,1.321445584297180176e+00,1.272510766983032227e+00,1.250082373619079590e+00
-1.553383111953735352e+00,-2.329407453536987305e+00,-4.218830585479736328e+00,-5.329945564270019531e+00,-5.018537998199462891e+00,-4.311320781707763672e+00,-2.774315834045410156e+00,-1.245486736297607422e+00,1.058137655258178711e+00,3.223566055297851562e+00,4.421606540679931641e+00,5.567442893981933594e+00,5.512558937072753906e+00,5.457675933837890625e+00,4.724828243255615234e+00,3.962502956390380859e+00,3.227778434753417969e+00,2.496997594833374023e+00,2.471169233322143555e+00,2.630856990814208984e+00,2.978466033935546875e+00,3.403454303741455078e+00,3.322626352310180664e+00,2.938308477401733398e+00,2.762161970138549805e+00
-7.014150023460388184e-01,-1.425068140029907227e+00,-3.034030437469482422e+00,-4.037116527557373047e+00,-3.664620399475097656e+00,-2.960503339767456055e+00,-1.693182587623596191e+00,-2.852690815925598145e-01,1.656894564628601074e+00,3.482579708099365234e+00,4.492908000946044922e+00,5.466947555541992188e+00,5.606325626373291016e+00,5.745705604553222656e+00,5.212038993835449219e+00,4.649110317230224609e+00,4.041692256927490234e+00,3.427919149398803711e+00,3.366763591766357422e+00,3.451035022735595703e+00,3.709719657897949219e+00,4.040221691131591797e+00,3.906142234802246094e+00,3.474807739257812500e+00,3.237639665603637695e+00
-3.539305031299591064e-01,-9.426247477531433105e-01,-2.288005352020263672e+00,-3.141309976577758789e+00,-2.767839431762695312e+00,-2.227631807327270508e+00,-1.123136401176452637e+00,2.864298224449157715e-02,1.360099196434020996e+00,2.597696781158447266e+00,3.178275585174560547e+00,3.747761249542236328e+00,4.062104225158691406e+00,4.376447677612304688e+00,4.155678749084472656e+00,3.911644935607910156e+00,3.467479944229125977e+00,2.994725942611694336e+00,2.853826999664306641e+00,2.800260543823242188e+00,2.910912752151489258e+00,3.089184045791625977e+00,3.071991920471191406e+00,2.937521457672119141e+00,2.875888586044311523e+00
-1.195448338985443115e-01,-4.938428997993469238e-01,-1.511240124702453613e+00,-2.055996179580688477e+00,-1.813016414642333984e+00,-1.342948675155639648e+00,-5.251651406288146973e-01,2.072186619043350220e-01,8.852284550666809082e-01,1.502294540405273438e+00,1.692752599716186523e+00,1.894028306007385254e+00,2.344125509262084961e+00,2.794222593307495117e+00,2.931312084197998047e+00,3.054792404174804688e+00,2.849424123764038086e+00,2.597077846527099609e+00,2.380744934082031250e+00,2.173890829086303711e+00,2.085935831069946289e+00,2.046939373016357422e+00,2.046200037002563477e+00,2.068415641784667969e+00,2.078597307205200195e+00
1.290591061115264893e-02,-8.291780948638916016e-03,-4.210409522056579590e-01,-7.051644921302795410e-01,-6.137211918830871582e-01,-4.761419296264648438e-01,-2.265200316905975342e-01,3.037551045417785645e-02,4.492745399475097656e-01,7.801108360290527344e-01,9.341787695884704590e-01,1.102610826492309570e+00,1.601436734199523926e+00,2.100261688232421875e+00,2.272902488708496094e+00,2.296797990798950195e+00,2.054816722869873047e+00,1.982770085334777832e+00,1.738732218742370605e+00,1.444093465805053711e+00,1.223191142082214355e+00,1.032651185989379883e+00,1.047179222106933594e+00,1.184749603271484375e+00,1.247802853584289551e+00
1.696944683790206909e-01,1.939118355512619019e-01,2.310674041509628296e-01,6.037440896034240723e-02,1.222763955593109131e-02,-4.273848235607147217e-02,-5.022292584180831909e-02,1.269303411245346069e-01,3.017163872718811035e-01,4.815860390663146973e-01,6.970424652099609375e-01,8.673222661018371582e-01,1.432072877883911133e+00,1.939482331275939941e+00,2.157624483108520508e+00,2.363188982009887695e+00,2.199025869369506836e+00,1.976685166358947754e+00,1.636548161506652832e+00,1.308009982109069824e+00,1.124536752700805664e+00,9.584373831748962402e-01,8.908746838569641113e-01,8.824349045753479004e-01,8.785666823387145996e-01
